experiment_id,created_at,ok,action,target,frames,experience_hit,message
e91d8bdc83f74dac,2026-09-11T11:26:39.253467+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
6e13965a6e7645f0,2026-09-11T11:26:39.255521+00:00,False,,,0,False,暂时无法识别该指令，请换一种说法试试。
743050415a834398,2026-09-11T11:29:09.955405+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
d8035d1a76a54028,2026-09-11T11:29:09.956406+00:00,False,,,0,False,暂时无法识别该指令，请换一种说法试试。
8210ca51106a479d,2026-09-11T11:29:09.958407+00:00,False,,,0,False,思考遇到一些阻碍，请稍后再试。
f51269e8ef744dee,2026-09-11T11:29:10.928870+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
d0d39c6a09f74ca6,2026-09-11T11:29:10.930870+00:00,False,,,0,False,暂时无法识别该指令，请换一种说法试试。
2f176051cdb44cb8,2026-09-11T11:29:11.072833+00:00,True,move,,1,False,step1
c43d90bc5c054f96,2026-09-11T11:29:11.389220+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
73fae1086d9d4026,2026-09-11T11:29:11.395596+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
1cb30ab61cc94ae4,2026-09-11T11:29:11.807193+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
daa90b6529704168,2026-09-11T11:29:11.815845+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
49388a50f165446f,2026-09-11T11:29:11.816855+00:00,False,,,0,False,暂时无法识别该指令，请换一种说法试试。
8489d72d02ab48c6,2026-09-11T11:29:13.851446+00:00,True,home,,4,True,指令已在虚拟引擎中执行
730b7ef56c194e72,2026-09-11T11:29:13.902146+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
ef0d472bd6c84637,2026-09-11T11:29:14.700496+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
57787d59a899444c,2026-09-11T11:35:16.840911+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
9740f5d6648f4144,2026-09-11T11:39:23.097480+00:00,True,home,,4,True,指令已在虚拟引擎中执行
188cf6ad05ba4675,2026-09-11T11:39:23.113639+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
231d161669c1441e,2026-09-11T11:39:23.128721+00:00,True,home,,4,True,指令已在虚拟引擎中执行
a337bfb0df7140be,2026-09-11T11:39:23.828242+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
08b96cef876943ac,2026-09-11T11:39:24.158091+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
37658f7cf2174e42,2026-09-11T11:39:24.170483+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
d89874829fe5429f,2026-09-11T11:41:14.019789+00:00,True,home,,4,True,指令已在虚拟引擎中执行
943613c2971a4c8b,2026-09-11T11:41:14.030966+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
94531a940a364808,2026-09-11T11:41:14.439442+00:00,True,home,,4,True,指令已在虚拟引擎中执行
09e572b7d91d4946,2026-09-11T11:41:14.454972+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
3d4b5d2963c7461c,2026-09-11T11:41:14.468973+00:00,True,home,,4,True,指令已在虚拟引擎中执行
381ff763980d45a4,2026-09-11T11:41:14.655568+00:00,True,home,,4,True,指令已在虚拟引擎中执行
4792a572a31d477c,2026-09-11T11:41:14.717588+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
3178db4f17c34dc6,2026-09-11T11:44:27.677183+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
06d1697d760f4354,2026-09-11T11:44:27.679182+00:00,False,,,0,False,暂时无法识别该指令，请换一种说法试试。
31acb17850a84754,2026-09-11T11:44:27.681184+00:00,False,,,0,False,思考遇到一些阻碍，请稍后再试。
8f4e7f8054ff49d7,2026-09-11T11:44:28.862719+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
63daf7010ca24adb,2026-09-11T11:44:28.865402+00:00,False,,,0,False,暂时无法识别该指令，请换一种说法试试。
1fa3c7eaaac3420b,2026-09-11T11:44:29.203622+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
ef452451de4c494b,2026-09-11T11:44:29.210620+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
5b043bba79aa4ded,2026-09-11T11:44:29.214135+00:00,False,,,0,False,暂时无法识别该指令，请换一种说法试试。
726edd5aa0d849e1,2026-09-11T11:44:29.344178+00:00,True,move,,1,False,step1
944342cec8844d5d,2026-09-11T11:44:29.663688+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
0b3677a5fcda44fc,2026-09-11T11:44:29.671961+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
896c3853631848bb,2026-09-11T11:44:30.103477+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
c5195226fdc044a5,2026-09-11T11:44:32.104410+00:00,True,home,,4,True,指令已在虚拟引擎中执行
4a7585d0b87e4cca,2026-09-11T11:44:32.161194+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
698c9419bc634d88,2026-09-11T11:44:33.269280+00:00,True,home,,4,True,指令已在虚拟引擎中执行
1a79d7cc7e904f9f,2026-09-11T11:44:33.282279+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
1496e768e3da4a6e,2026-09-11T11:44:33.291278+00:00,True,home,,4,True,指令已在虚拟引擎中执行
1e6f2f756d1e4497,2026-09-11T11:44:33.562027+00:00,True,home,,4,True,指令已在虚拟引擎中执行
f13aa7266897437c,2026-09-11T11:44:33.569539+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
d29fe83425474465,2026-09-11T11:44:33.876129+00:00,True,home,,4,True,指令已在虚拟引擎中执行
05a589913aca4da3,2026-09-11T11:44:33.893288+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
be6bea21fbdd4d09,2026-09-11T11:46:19.600703+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
8fea7424b9ed4a72,2026-09-11T11:46:19.602863+00:00,False,,,0,False,暂时无法识别该指令，请换一种说法试试。
5801aa8e45f042e7,2026-09-11T11:46:19.603875+00:00,False,,,0,False,思考遇到一些阻碍，请稍后再试。
cbc3c9e62ef741e3,2026-09-11T11:46:19.966435+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
12bd812f41ba48f4,2026-09-11T11:46:20.951247+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
8b272e3f341d49f5,2026-09-11T11:46:20.953244+00:00,False,,,0,False,暂时无法识别该指令，请换一种说法试试。
d614fa8b0ff749da,2026-09-11T11:46:21.291150+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
8b0e315c580c4c10,2026-09-11T11:46:21.298638+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
a87c831897a64185,2026-09-11T11:46:21.300859+00:00,False,,,0,False,暂时无法识别该指令，请换一种说法试试。
f0754d5c0d7b4fe3,2026-09-11T11:46:21.428042+00:00,True,move,,1,False,step1
3c6ac11f66c1463e,2026-09-11T11:46:21.755543+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
0783b6a1f0304e8e,2026-09-11T11:46:21.764693+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
c2a08fe0f9c14f33,2026-09-11T11:46:22.217575+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
554d8f5b6417490b,2026-09-11T11:46:24.217125+00:00,True,home,,4,True,指令已在虚拟引擎中执行
60c96969070c4f67,2026-09-11T11:46:24.269544+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
82cd5f93a9674188,2026-09-11T11:46:25.344682+00:00,True,home,,4,True,指令已在虚拟引擎中执行
ba5822c6c8464901,2026-09-11T11:46:25.361175+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
e349da95e2684c16,2026-09-11T11:46:25.373754+00:00,True,home,,4,True,指令已在虚拟引擎中执行
b6d01a40346d473f,2026-09-11T11:46:25.657658+00:00,True,home,,4,True,指令已在虚拟引擎中执行
3f28038559e04f1c,2026-09-11T11:46:25.665207+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
640305a1b668485c,2026-09-11T11:46:26.002551+00:00,True,home,,4,True,指令已在虚拟引擎中执行
bc7d3758c8744315,2026-09-11T11:46:26.015581+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
61f90755efcb4231,2026-09-11T11:47:25.626735+00:00,True,home,,4,True,指令已在虚拟引擎中执行
273a11675cd34b2c,2026-09-11T11:47:25.640417+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
547996d2977544c1,2026-09-11T11:47:26.055523+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
84733448d1324d51,2026-09-11T11:47:26.058521+00:00,False,,,0,False,暂时无法识别该指令，请换一种说法试试。
5619563b6cba46e9,2026-09-11T11:47:26.060527+00:00,False,,,0,False,思考遇到一些阻碍，请稍后再试。
464a1d66d25a49b9,2026-09-11T11:48:53.106978+00:00,True,home,,4,True,指令已在虚拟引擎中执行
501ec5c43aa34dc9,2026-09-11T11:48:53.429606+00:00,True,home,,4,True,指令已在虚拟引擎中执行
48cbb437dd514459,2026-09-11T11:48:53.442621+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
efd127f77b3f42a5,2026-09-11T11:51:19.164381+00:00,True,home,,4,True,指令已在虚拟引擎中执行
7dd564aedfbd4e6e,2026-09-11T11:51:19.491072+00:00,True,home,,4,True,指令已在虚拟引擎中执行
eebb2d5cf8ec4ff4,2026-09-11T11:51:19.781628+00:00,True,home,,4,True,指令已在虚拟引擎中执行
bc8b4c43d794485f,2026-09-11T11:51:19.790442+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
c10e1cb286164f49,2026-09-11T11:52:42.225084+00:00,True,grab,red_cup,1,False,step3_browse
686878a3679c4195,2026-09-11T11:52:42.314570+00:00,True,move,,1,False,step1
ba5c7429f32f4f4f,2026-09-11T11:52:42.661221+00:00,True,home,,4,True,指令已在虚拟引擎中执行
21774e1eff4a44fb,2026-09-11T11:53:59.482487+00:00,True,grab,red_cup,1,False,step3_browse
dc2a4c187a5346fc,2026-09-11T11:53:59.946368+00:00,True,home,,4,True,指令已在虚拟引擎中执行
32e5d6af283d416f,2026-09-11T11:58:56.377127+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
db83941a85394249,2026-09-11T11:58:56.379939+00:00,False,,,0,False,暂时无法识别该指令，请换一种说法试试。
5006b7ba9ddc43a4,2026-09-11T11:58:56.380949+00:00,False,,,0,False,思考遇到一些阻碍，请稍后再试。
dfb6899e9b4340a8,2026-09-11T11:58:56.722266+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
4211e4b372d44bae,2026-09-11T11:58:57.674902+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
9ef4c790fb8e43c1,2026-09-11T11:58:57.677425+00:00,False,,,0,False,暂时无法识别该指令，请换一种说法试试。
303446b8a95f409d,2026-09-11T11:58:58.026296+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
a3de34ba8e324bed,2026-09-11T11:58:58.034471+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
62d210191c984f38,2026-09-11T11:58:58.036471+00:00,False,,,0,False,暂时无法识别该指令，请换一种说法试试。
4b5ab1eb47ea4cf8,2026-09-11T11:58:58.369618+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
058890214f5d4210,2026-09-11T11:58:58.684369+00:00,True,home,,4,True,指令已在虚拟引擎中执行
e0b0d2d18c22466a,2026-09-11T11:58:58.696208+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
2dd1c32ea66d40f6,2026-09-11T11:58:59.025191+00:00,True,home,,4,True,指令已在虚拟引擎中执行
60b64a96b2604b77,2026-09-11T11:58:59.303375+00:00,True,home,,4,True,指令已在虚拟引擎中执行
daab00e7aa9a4a8d,2026-09-11T11:58:59.400744+00:00,True,grab,red_cup,1,False,step3_browse
2388a8404f414812,2026-09-11T11:58:59.761834+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
6066a56edc8f4bf1,2026-09-11T12:01:01.020813+00:00,True,grab,red_cup,1,False,step3_browse
af32197187984b7b,2026-09-11T14:21:00.841747+00:00,True,home,,4,True,指令已在虚拟引擎中执行
fe4d7acbf02b49e4,2026-09-11T14:21:01.166915+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
fdc46028cedf4aab,2026-09-12T04:39:56.642024+00:00,False,,,0,False,暂时无法识别该指令。请带上「抓/拿/放/移/回零」等词，或在 .env 打开 LLM_BACKEND=api 以理解更自由的说法。
9d82090e73834396,2026-09-12T04:40:32.731845+00:00,True,grab,red_block,4,False,指令已在虚拟引擎中执行
ba86650e00564655,2026-09-12T04:40:38.026641+00:00,False,,,0,False,暂时无法识别该指令。请带上「抓/拿/放/移/回零」等词，或在 .env 打开 LLM_BACKEND=api 以理解更自由的说法。
3307026b32974b13,2026-09-12T04:41:02.274917+00:00,True,grab,red_block,4,True,指令已在虚拟引擎中执行
1af25dffcc76475d,2026-09-12T04:41:06.974819+00:00,False,,,0,False,暂时无法识别该指令。请带上「抓/拿/放/移/回零」等词，或在 .env 打开 LLM_BACKEND=api 以理解更自由的说法。
e6c24339538945d5,2026-09-12T05:32:03.510441+00:00,True,grab,red_block,4,True,指令已在虚拟引擎中执行
8735c35e17114193,2026-09-12T06:38:40.682455+00:00,True,home,,4,True,指令已在虚拟引擎中执行
e6c55e477d45450f,2026-09-12T06:38:41.056307+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
8eb0515223d14d77,2026-09-12T06:38:41.057307+00:00,False,,,0,False,暂时无法识别该指令。请带上「抓/拿/放/移/回零」等词，或在 .env 打开 LLM_BACKEND=api 以理解更自由的说法。
ac7e32c5753e4dd1,2026-09-12T06:38:41.058308+00:00,False,,,0,False,思考遇到一些阻碍，请稍后再试。
ee61718abdcf41c1,2026-09-12T06:41:25.568646+00:00,True,home,,4,True,指令已在虚拟引擎中执行
bd7c1289164745d4,2026-09-12T06:41:25.983695+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
84955730d4544a97,2026-09-12T06:41:25.985772+00:00,False,,,0,False,暂时无法识别该指令。请带上「抓/拿/放/移/回零」等词，或在 .env 打开 LLM_BACKEND=api 以理解更自由的说法。
b98c882e8c2244ae,2026-09-12T06:41:25.988102+00:00,False,,,0,False,思考遇到一些阻碍，请稍后再试。
fbfa837e70114cdd,2026-09-12T06:41:26.336945+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
ccf23594c08a41da,2026-09-12T06:41:26.345946+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
2dffb39924784b99,2026-09-12T06:41:36.400223+00:00,True,home,,4,True,指令已在虚拟引擎中执行
97b610d1bb7e48ef,2026-09-12T06:41:54.873962+00:00,True,home,,4,False,指令已在虚拟引擎中执行
c53afed361694db5,2026-09-12T06:41:54.886027+00:00,True,grab,red_block,4,True,指令已在虚拟引擎中执行
2e309a96cee04ac4,2026-09-12T06:41:54.898952+00:00,False,grab,red_block,0,True,"安全闸拒绝：关节目标超限。关节0: 9.0000 超出 [-2.8000, 2.8000]；关节1: -9.0000 超出 [-2.5000, 2.5000]"
35b8436921744cfc,2026-09-12T06:41:55.290419+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
eadc095c37ba4174,2026-09-12T06:41:55.293423+00:00,False,,,0,False,暂时无法识别该指令。请带上「抓/拿/放/移/回零」等词，或在 .env 打开 LLM_BACKEND=api 以理解更自由的说法。
edb18daa1d2d4e6e,2026-09-12T06:41:55.295424+00:00,False,,,0,False,思考遇到一些阻碍，请稍后再试。
3b8a5e1f671d4787,2026-09-12T06:41:55.591031+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
b4cf1fff2bf043b8,2026-09-12T06:41:55.599036+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
108c02256e024cef,2026-09-12T06:41:55.900037+00:00,True,home,,4,True,指令已在虚拟引擎中执行
f767b0d89ac34393,2026-09-12T06:41:55.913045+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
4bb42b82376c4cc6,2026-09-12T06:44:13.269643+00:00,True,home,,4,False,指令已在虚拟引擎中执行
44a2b9e39eb44939,2026-09-12T06:44:13.280638+00:00,True,grab,red_block,4,True,指令已在虚拟引擎中执行
cd8dc52e50b24766,2026-09-12T06:44:13.289754+00:00,False,grab,red_block,0,True,"安全闸拒绝：关节目标超限。关节0: 9.0000 超出 [-2.8000, 2.8000]；关节1: -9.0000 超出 [-2.5000, 2.5000]"
c445167b19cf4a36,2026-09-12T06:44:13.686652+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
f8bd652d59f94c70,2026-09-12T06:44:13.687652+00:00,False,,,0,False,暂时无法识别该指令。请带上「抓/拿/放/移/回零」等词，或在 .env 打开 LLM_BACKEND=api 以理解更自由的说法。
f4bb368d18a042d8,2026-09-12T06:44:13.690991+00:00,False,,,0,False,思考遇到一些阻碍，请稍后再试。
386cbaa8b7724b9e,2026-09-12T06:44:14.009614+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
2883415f3ae741d2,2026-09-12T06:44:14.018571+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
a0b3a6f139a145c6,2026-09-12T06:44:14.314464+00:00,True,home,,4,True,指令已在虚拟引擎中执行
92c682ca4d844ea5,2026-09-12T06:44:14.323944+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
4036b8f7bf4b4fe2,2026-09-12T06:47:48.369520+00:00,True,home,,4,False,指令已在虚拟引擎中执行
3396b67e88af4b8a,2026-09-12T06:47:48.377531+00:00,True,grab,red_block,4,True,指令已在虚拟引擎中执行
edd42bcecd944caa,2026-09-12T06:47:48.387395+00:00,False,grab,red_block,0,True,"安全闸拒绝：关节目标超限。关节0: 9.0000 超出 [-2.8000, 2.8000]；关节1: -9.0000 超出 [-2.5000, 2.5000]"
9da22e6b0e114a60,2026-09-12T06:47:48.744855+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
1e6383e7082348c6,2026-09-12T06:47:48.747097+00:00,False,,,0,False,暂时无法识别该指令。请带上「抓/拿/放/移/回零」等词，或在 .env 打开 LLM_BACKEND=api 以理解更自由的说法。
e4c2579e57d54a46,2026-09-12T06:47:48.748105+00:00,False,,,0,False,思考遇到一些阻碍，请稍后再试。
7ce7eb0ba8314764,2026-09-12T06:47:49.067180+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
74c7648e7c0a4035,2026-09-12T06:47:49.076185+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
8cd5539235d94e58,2026-09-12T06:49:26.062435+00:00,True,home,,4,False,指令已在虚拟引擎中执行
35a95e40f1c24c6a,2026-09-12T06:49:26.071504+00:00,True,grab,red_block,4,True,指令已在虚拟引擎中执行
4f6b35c60003405a,2026-09-12T06:49:26.081582+00:00,False,grab,red_block,0,True,"安全闸拒绝：关节目标超限。关节0: 9.0000 超出 [-2.8000, 2.8000]；关节1: -9.0000 超出 [-2.5000, 2.5000]"
34e400ecaaa24439,2026-09-12T06:49:27.572341+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
cda296a70e4d4b38,2026-09-12T06:49:27.574981+00:00,False,,,0,False,暂时无法识别该指令。请带上「抓/拿/放/移/回零」等词，或在 .env 打开 LLM_BACKEND=api 以理解更自由的说法。
776888b48526453b,2026-09-12T06:49:27.574981+00:00,False,,,0,False,思考遇到一些阻碍，请稍后再试。
4fb158054b9d4bbe,2026-09-12T06:49:27.861233+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
e0b4191d99c64349,2026-09-12T06:49:27.873694+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
f5092ac74ed34937,2026-09-12T06:49:28.336566+00:00,True,home,,4,True,指令已在虚拟引擎中执行
c490fecc1dad4b9f,2026-09-12T06:49:28.344600+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
038b4ff318314fbb,2026-09-12T06:49:28.615284+00:00,True,home,,4,True,指令已在虚拟引擎中执行
a31022ae06c4407c,2026-09-12T06:56:44.152058+00:00,True,home,,4,True,指令已在虚拟引擎中执行
d2b3a25836b94801,2026-09-12T06:56:44.762489+00:00,True,move,,1,False,step1
2b3be69bbc16486e,2026-09-12T06:56:45.064797+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
0c323f6ef7494b39,2026-09-12T06:56:45.072797+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
ace9e413b2b246d7,2026-09-12T06:56:45.388520+00:00,True,home,,4,False,指令已在虚拟引擎中执行
fd4edc67444f48cf,2026-09-12T06:56:45.397926+00:00,True,grab,red_block,4,True,指令已在虚拟引擎中执行
53daed33dcc344ec,2026-09-12T06:56:45.405922+00:00,False,grab,red_block,0,True,"安全闸拒绝：关节目标超限。关节0: 9.0000 超出 [-2.8000, 2.8000]；关节1: -9.0000 超出 [-2.5000, 2.5000]"
01eddf76b5194f69,2026-09-12T06:58:42.239215+00:00,True,grab,red_block,4,False,指令已在虚拟引擎中执行
adedc11cb5ab4fc8,2026-09-12T06:58:42.794409+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
13f1045d08054678,2026-09-12T06:58:42.805458+00:00,True,grab,red_cup,4,True,指令已在虚拟引擎中执行
a4d531c00efb4bf4,2026-09-12T06:58:43.136077+00:00,True,home,,4,True,指令已在虚拟引擎中执行
def3028232414f7a,2026-09-12T06:58:43.475476+00:00,True,home,,4,False,指令已在虚拟引擎中执行
47e32d8a202144c6,2026-09-12T06:58:43.483835+00:00,True,grab,red_block,4,True,指令已在虚拟引擎中执行
c6f7960131ba4c8e,2026-09-12T06:58:43.491921+00:00,False,grab,red_block,0,True,"安全闸拒绝：关节目标超限。关节0: 9.0000 超出 [-2.8000, 2.8000]；关节1: -9.0000 超出 [-2.5000, 2.5000]"
984b9550205443e7,2026-09-12T07:00:23.481246+00:00,True,grab,red_block,4,False,指令已在虚拟引擎中执行
ea56a474bb2d401c,2026-09-12T07:00:23.791322+00:00,True,home,,4,True,指令已在虚拟引擎中执行
b6a54560fcde4ba6,2026-09-12T07:02:55.810954+00:00,True,home,,4,True,指令已在虚拟引擎中执行
55787910be9a4273,2026-09-12T07:02:56.027327+00:00,True,grab,red_block,4,False,指令已在虚拟引擎中执行
9c9b5b6786a44ca0,2026-09-12T07:02:56.665486+00:00,True,home,,4,False,指令已在虚拟引擎中执行
5dc84ce4cd5e49a4,2026-09-12T07:02:56.674582+00:00,True,grab,red_block,4,True,指令已在虚拟引擎中执行
5f69f13024f44aae,2026-09-12T07:02:56.685519+00:00,False,grab,red_block,0,True,"安全闸拒绝：关节目标超限。关节0: 9.0000 超出 [-2.8000, 2.8000]；关节1: -9.0000 超出 [-2.5000, 2.5000]"
